type,title,ingredients,oven_temp,directions,notes_on_texture,link,equipment_needed,flour_ratio,sugar_ratio,Butter_ratio,cleaned_texture,texture_category
Vegan Chocolate Cupcake,Vegan Chocolate Vegan Chocolate Cupcake,"1 1/4 cups (156g) all-purpose flour, 1 cup (200g) sugar, 1/3 cup (28g) cocoa powder, 1 tsp baking powder, 1/2 tsp baking soda, 1/4 tsp salt, 1 cup (240ml) almond milk, 1/3 cup (80ml) vegetable oil, 1 tbsp apple cider vinegar, 1 tsp vanilla extract",350°F (175°C),"1. Preheat the oven to 350°F (175°C) and line a muffin pan with paper liners. 2. In a large mixing bowl, combine the flour, sugar, cocoa powder, baking powder, baking soda, and salt. 3. In another bowl, mix the almond milk, oil, apple cider vinegar, and vanilla extract. 4. Gradually add the wet ingredients to the dry ingredients, mixing until just combined. 5. Divide the batter evenly among the Vegan Chocolate Cupcake liners, filling each about 2/3 full. 6. Bake for 20-25 minutes or until a toothpick inserted in the center comes out clean. 7. Let cool completely before frosting.","Light, moist, and rich in flavor.",https://jessicainthekitchen.com/vegan-chocolate-Vegan Chocolate Cupcake-recipe/,"Mixing bowls, whisk, muffin pan, paper liners",3.5,3,2,Light moist and rich in flavor,"gooey,moist,creamy,rich"
Vegan Chocolate Cupcake,Vegan Chocolate Vegan Chocolate Cupcake,"1 1/4 cups (156g) all-purpose flour, 1 cup (200g) sugar, 1/3 cup (28g) cocoa powder, 1 tsp baking powder, 1/2 tsp baking soda, 1/4 tsp salt, 1 cup (240ml) almond milk, 1/3 cup (80ml) vegetable oil, 1 tbsp apple cider vinegar, 1 tsp vanilla extract",350°F (175°C),"1. Preheat the oven to 350°F (175°C) and line a muffin pan with paper liners. 2. In a large mixing bowl, combine the flour, sugar, cocoa powder, baking powder, baking soda, and salt. 3. In another bowl, whisk together the almond milk, oil, apple cider vinegar, and vanilla extract. 4. Gradually add the wet ingredients to the dry ingredients, mixing until smooth. 5. Divide the batter evenly among the Vegan Chocolate Cupcake liners, filling each about 2/3 full. 6. Bake for 18-22 minutes or until a toothpick inserted in the center comes out clean. 7. Let cool completely before frosting.","Soft, moist, and rich chocolate flavor.",https://www.noracooks.com/vegan-chocolate-Vegan Chocolate Cupcake/,"Mixing bowls, whisk, muffin pan, paper liners",4,1.5,1,Soft moist and rich chocolate flavor,"gooey,moist,creamy,rich"
Vegan Chocolate Cupcake,Vegan Chocolate Vegan Chocolate Cupcake,"1 1/2 cups (190g) all-purpose flour, 1 cup (200g) sugar, 1/3 cup (28g) cocoa powder, 1 tsp baking powder, 1/2 tsp baking soda, 1/4 tsp salt, 1 cup (240ml) almond milk, 1/3 cup (80ml) vegetable oil, 1 tbsp apple cider vinegar, 1 tsp vanilla extract",350°F (175°C),"1. Preheat the oven to 350°F (175°C) and line a muffin pan with paper liners. 2. In a medium bowl, sift together the flour, sugar, cocoa powder, baking powder, baking soda, and salt. 3. In another bowl, mix the almond milk, oil, apple cider vinegar, and vanilla extract. 4. Gradually add the wet ingredients to the dry ingredients, stirring until smooth. 5. Divide the batter evenly among the Vegan Chocolate Cupcake liners, filling each about 2/3 full. 6. Bake for 20-25 minutes or until a toothpick inserted in the center comes out clean. 7. Cool completely before frosting.","Light, fluffy, and perfectly chocolaty.",https://www.simplegreenrecipes.com/vegan-chocolate-Vegan Chocolate Cupcake/,"Mixing bowls, whisk, muffin pan, paper liners",2,0.75,3,Light fluffy and perfectly chocolaty,"soft,light and fluffy,creamy"
Vegan Chocolate Cupcake,Vegan Chocolate Vegan Chocolate Cupcake,"1 1/4 cups (156g) all-purpose flour, 1 cup (200g) sugar, 1/3 cup (28g) cocoa powder, 1 tsp baking powder, 1/2 tsp baking soda, 1/4 tsp salt, 1 cup (240ml) almond milk, 1/3 cup (80ml) vegetable oil, 1 tbsp apple cider vinegar, 1 tsp vanilla extract",350°F (175°C),"1. Preheat the oven to 350°F (175°C) and line a muffin pan with paper liners. 2. In a large mixing bowl, combine the flour, sugar, cocoa powder, baking powder, baking soda, and salt. 3. In another bowl, whisk together the almond milk, oil, apple cider vinegar, and vanilla extract. 4. Gradually add the wet ingredients to the dry ingredients, mixing until smooth. 5. Divide the batter evenly among the Vegan Chocolate Cupcake liners, filling each about 2/3 full. 6. Bake for 18-22 minutes or until a toothpick inserted in the center comes out clean. 7. Let cool completely before frosting.","Soft, moist, and rich chocolate flavor.",https://bohemianvegankitchen.com/vegan-chocolate-Vegan Chocolate Cupcake/,"Mixing bowls, whisk, muffin pan, paper liners",2.5,1,1,Soft moist and rich chocolate flavor,"gooey,moist,creamy,rich"
Vegan Chocolate Cupcake,Vegan Chocolate Vegan Chocolate Cupcake,"1 1/2 cups (190g) all-purpose flour, 1 cup (200g) sugar, 1/3 cup (28g) cocoa powder, 1 tsp baking powder, 1/2 tsp baking soda, 1/4 tsp salt, 1 cup (240ml) almond milk, 1/3 cup (80ml) vegetable oil, 1 tbsp apple cider vinegar, 1 tsp vanilla extract",350°F (175°C),"1. Preheat the oven to 350°F (175°C) and line a muffin pan with paper liners. 2. In a medium bowl, sift together the flour, sugar, cocoa powder, baking powder, baking soda, and salt. 3. In another bowl, mix the almond milk, oil, apple cider vinegar, and vanilla extract. 4. Gradually add the wet ingredients to the dry ingredients, stirring until smooth. 5. Divide the batter evenly among the Vegan Chocolate Cupcake liners, filling each about 2/3 full. 6. Bake for 20-25 minutes or until a toothpick inserted in the center comes out clean. 7. Cool completely before frosting.","Light, fluffy, and perfectly chocolaty.",https://cooking.nytimes.com/recipes/1012423-vegan-chocolate-Vegan Chocolate Cupcake,"Mixing bowls, whisk, muffin pan, paper liners",3.5,1,2,Light fluffy and perfectly chocolaty,"soft,light and fluffy,creamy"
Vegan Chocolate Cupcake,Vegan Chocolate Vegan Chocolate Cupcake,"1 1/2 cups (190g) all-purpose flour, 1 cup (200g) sugar, 1/3 cup (28g) cocoa powder, 1 tsp baking powder, 1/2 tsp baking soda, 1/4 tsp salt, 1 cup (240ml) almond milk, 1/3 cup (80ml) vegetable oil, 1 tbsp apple cider vinegar, 1 tsp vanilla extract",350°F (175°C),"1. Preheat the oven to 350°F (175°C) and line a muffin pan with paper liners. 2. In a large mixing bowl, combine the flour, sugar, cocoa powder, baking powder, baking soda, and salt. 3. In another bowl, whisk together the almond milk, oil, apple cider vinegar, and vanilla extract. 4. Gradually add the wet ingredients to the dry ingredients, mixing until smooth. 5. Divide the batter evenly among the Vegan Chocolate Cupcake liners, filling each about 2/3 full. 6. Bake for 18-22 minutes or until a toothpick inserted in the center comes out clean. 7. Let cool completely before frosting.","Moist, decadent, and rich chocolate flavor.",https://thescranline.com/vegan-chocolate-Vegan Chocolate Cupcake/,"Mixing bowls, whisk, muffin pan, paper liners",4,2,0.75,Moist decadent and rich chocolate flavor,"gooey,creamy,rich"
Vegan Chocolate Cupcake,Vegan Chocolate Vegan Chocolate Cupcake,"1 1/2 cups (190g) all-purpose flour, 1 cup (200g) sugar, 1/3 cup (28g) cocoa powder, 1 tsp baking powder, 1/2 tsp baking soda, 1/4 tsp salt, 1 cup (240ml) almond milk, 1/3 cup (80ml) vegetable oil, 1 tbsp apple cider vinegar, 1 tsp vanilla extract",350°F (175°C),"1. Preheat the oven to 350°F (175°C) and line a muffin pan with paper liners. 2. In a large mixing bowl, sift together the flour, sugar, cocoa powder, baking powder, baking soda, and salt. 3. In another bowl, whisk together the almond milk, oil, apple cider vinegar, and vanilla extract. 4. Gradually add the wet ingredients to the dry ingredients, mixing until smooth. 5. Divide the batter evenly among the Vegan Chocolate Cupcake liners, filling each about 2/3 full. 6. Bake for 18-22 minutes or until a toothpick inserted in the center comes out clean. 7. Let cool completely before frosting.","Fudgy, rich, and deeply chocolaty.",https://www.kingarthurbaking.com/recipes/vegan-chocolate-Vegan Chocolate Cupcake-recipe,"Mixing bowls, whisk, muffin pan, paper liners",2,3.5,1,Fudgy rich and deeply chocolaty,"gooey,creamy,rich"
Vegan Chocolate Cupcake,Fail-Proof Vegan Chocolate Vegan Chocolate Cupcake,"1 1/2 cups (190g) all-purpose flour, 1 cup (200g) sugar, 1/3 cup (28g) cocoa powder, 1 tsp baking powder, 1/2 tsp baking soda, 1/4 tsp salt, 1 cup (240ml) almond milk, 1/3 cup (80ml) vegetable oil, 1 tbsp apple cider vinegar, 1 tsp vanilla extract",350°F (175°C),"1. Preheat the oven to 350°F (175°C) and line a muffin pan with paper liners. 2. In a large mixing bowl, combine the flour, sugar, cocoa powder, baking powder, baking soda, and salt. 3. In another bowl, whisk together the almond milk, oil, apple cider vinegar, and vanilla extract. 4. Gradually add the wet ingredients to the dry ingredients, mixing until smooth. 5. Divide the batter evenly among the Vegan Chocolate Cupcake liners, filling each about 2/3 full. 6. Bake for 18-22 minutes or until a toothpick inserted in the center comes out clean. 7. Let cool completely before frosting.","Moist, chocolaty, and complemented by salted buttercream.",https://ohsheglows.com/fail-proof-vegan-chocolate-Vegan Chocolate Cupcake-with-salted-buttercream/,"Mixing bowls, whisk, muffin pan, paper liners",1,1.5,1,Moist chocolaty and complemented by salted buttercream,creamy
Vegan Chocolate Cupcake,Vegan Chocolate Vegan Chocolate Cupcake,"1 1/2 cups (190g) all-purpose flour, 1 cup (200g) sugar, 1/3 cup (28g) cocoa powder, 1 tsp baking powder, 1/2 tsp baking soda, 1/4 tsp salt, 1 cup (240ml) almond milk, 1/3 cup (80ml) vegetable oil, 1 tbsp apple cider vinegar, 1 tsp vanilla extract",350°F (175°C),"1. Preheat the oven to 350°F (175°C) and line a muffin pan with paper liners. 2. In a large mixing bowl, combine the flour, sugar, cocoa powder, baking powder, baking soda, and salt. 3. In another bowl, whisk together the almond milk, oil, apple cider vinegar, and vanilla extract. 4. Gradually add the wet ingredients to the dry ingredients, mixing until smooth. 5. Divide the batter evenly among the Vegan Chocolate Cupcake liners, filling each about 2/3 full. 6. Bake for 18-22 minutes or until a toothpick inserted in the center comes out clean. 7. Let cool completely before frosting.","Intensely chocolaty, moist, and velvety.",https://earthly-provisions.com/vegan-chocolate-Vegan Chocolate Cupcake/,"Mixing bowls, whisk, muffin pan, paper liners",3.5,1,1,Intensely chocolaty moist and velvety,"gooey,moist,creamy"
Gluten Free Chocolate Cupcake,Easy Gluten-Free Chocolate Cupcake,"2 cups granulated sugar, 1¾ cups gluten-free all-purpose flour, ¾ cup unsweetened cocoa powder, 1½ teaspoons baking powder, 1½ teaspoons baking soda, 1 teaspoon salt, 2 large eggs, 1 cup milk, ½ cup vegetable oil, 2 teaspoons vanilla extract, 1 cup boiling water",350°F,Preheat oven to 350°F. Mix dry ingredients. Add wet ingredients. Stir in boiling water. Spoon batter into cupcake pans. Bake for 20-22 minutes.,Perfect bakery-style texture—moist and tender.,https://www.glutenfreepalate.com/easy-gluten-free-chocolate-cupcakes/,"Mixing bowls, electric mixer, cupcake pans, paper liners, wire rack",1.75,2,0.5,Perfect bakerystyle texturemoist and tender,"gooey,soft,moist,creamy"
Gluten Free Chocolate Cupcake,Perfect Gluten-Free Chocolate Cupcake,"1½ cups gluten-free flour, ¾ cup cocoa powder, 1½ cups sugar, 1½ teaspoons baking powder, ½ teaspoon baking soda, ½ teaspoon salt, 2 large eggs, ½ cup vegetable oil, 2 teaspoons vanilla extract, ¾ cup sour cream, ½ cup lukewarm water",350°F,Preheat oven to 350°F. Mix dry ingredients. Add wet ingredients. Mix until smooth. Fill muffin tins. Bake for 19 minutes.,Deep and chocolatey without being too rich.,https://glutenfreeonashoestring.com/perfect-gluten-free-chocolate-cupcakes/,"Mixing bowls, handheld mixer, muffin tins, paper liners, wire rack",1.5,1.5,0.5,Deep and chocolatey without being too rich,"gooey,creamy,rich"
Gluten Free Chocolate Cupcake,Gluten-Free Chocolate Cupcake,"1 cup sugar, ½ cup hot water, ½ cup vegetable oil, 2 large eggs, 1 teaspoon vanilla extract, ½ cup sour cream, 1 cup gluten-free baking flour, ½ cup cocoa powder, 1 teaspoon baking powder, ½ teaspoon baking soda",350°F,Preheat oven to 350°F. Mix wet and dry ingredients separately. Combine and mix. Pour into lined cupcake tins. Bake for 20 minutes.,Rich and fudgy with a tender crumb.,https://meaningfuleats.com/gluten-free-chocolate-cupcakes/,"Mixing bowls, electric mixer, cupcake tins, paper liners",1,1,0.5,Rich and fudgy with a tender crumb,"gooey,soft,moist,creamy"
Gluten Free Chocolate Cupcake,Gluten-Free Chocolate Cupcake (Eat With Clarity),"1 ½ cups gluten-free all-purpose flour, 1 cup granulated sugar, ½ cup cocoa powder, 1 tsp baking powder, 1 tsp baking soda, ½ tsp salt, 1 cup milk of choice, ⅓ cup vegetable oil, 1 tsp vanilla extract, 1 cup boiling water",350°F,"Preheat oven to 350°F. Mix dry ingredients in a bowl. Add milk, oil, and vanilla. Slowly add boiling water, mixing until smooth. Pour into cupcake liners and bake for 18-20 minutes.",Light and moist with a rich chocolate flavor.,https://eatwithclarity.com/gluten-free-chocolate-cupcakes/,"Mixing bowls, whisk, cupcake pan, paper liners",1.5,1,0.33,Light and moist with a rich chocolate flavor,"gooey,moist,creamy,rich"
Chocolate Cupcake,Chocolate Cupcake with Chocolate Frosting (Sophisticated Gourmet),"Cupcakes: 1 cup granulated white sugar, 3/4 cup + 2 tablespoons all-purpose flour, 1/4 cup + 2 tablespoons unsweetened natural cocoa powder (non-dutched), 3/4 teaspoon baking powder, 3/4 teaspoon baking soda, 1/2 teaspoon salt, 1 large egg (room temperature), 1/2 cup sour cream (room temperature), 1/4 cup sunflower oil (or neutral oil like canola, avocado, vegetable), 1 tablespoon pure vanilla extract, 1/2 cup boiling water; Frosting: 6 tablespoons unsalted butter (melted), 1/2 cup unsweetened cocoa powder (natural, non-dutched), 1/4 cup whole milk, 2 1/4 cups confectioners' sugar, 3/4 teaspoon pure vanilla extract, 1 teaspoon golden syrup or light corn syrup",350 F,"Cupcakes: Preheat oven to 350¬∞F (180¬∞C) and line standard muffin tins with paper liners. In a large heatproof mixing bowl, whisk together granulated sugar, flour, cocoa powder, baking powder, baking soda, and salt. Add the egg, sour cream, oil, and vanilla extract, and mix until smooth and combined. Slowly mix in the boiling water from the center outwards to prevent splattering. The batter will be runny, but this is normal. Divide the batter evenly among the lined cups, filling each halfway. Bake for 15-19 minutes, rotating the pans halfway through, until a toothpick inserted into the center comes out clean. Let the cupcakes cool in the pan for 10 minutes, then transfer to a wire rack to cool completely. Frosting: In a large bowl or stand mixer, combine melted butter and cocoa powder until smooth. Gradually mix in the milk and powdered sugar, alternating between them, until a spreadable consistency is reached. Mix in vanilla extract and golden syrup or light corn syrup. Frost the cooled cupcakes using a small offset spatula or butter knife, making sure to frost to the edges to keep the cupcakes moist.",Moist Chocolate Cupcake with a rich chocolate frosting.,https://www.sophisticatedgourmet.com/2012/03/chocolate-cupcakes/,"Muffin tins, paper liners, mixing bowls, spatula, whisk, stand mixer (optional), offset spatula or butter knife",3.8,4,2,Moist Chocolate Cupcake with a rich chocolate frosting,"gooey,creamy,rich"
Chocolate Cupcake,The Best Chocolate Cupcake (Handle the Heat),"Cupcakes: 5 oz bittersweet baking chocolate (finely chopped), 1/3 cup Dutch-process cocoa, 1 teaspoon instant espresso powder, 1/2 cup boiling water, 3/4 cup all-purpose flour, 1/2 cup granulated sugar, 1/2 cup packed light brown sugar, 1/2 teaspoon fine salt, 1/2 teaspoon baking soda, 1/2 cup sour cream (or plain full fat yogurt, room temperature), 1/4 cup vegetable oil, 2 large eggs + 1 egg yolk (room temperature), 2 teaspoons white vinegar, 1 teaspoon vanilla extract; Frosting: 1/2 cup cold heavy whipping cream, 4 oz finely chopped semisweet chocolate, 3 sticks unsalted butter (cool room temperature), 2 cups powdered sugar (sifted), 1 cup Dutch process cocoa powder (sifted), 2 teaspoons vanilla extract, 1/4 teaspoon fine sea salt",350 F,"Cupcakes: In a medium heatproof bowl, combine chocolate, cocoa powder, and espresso powder. Pour hot water over mixture, cover, and let stand for 5 minutes. Whisk gently until smooth and set aside to cool. Meanwhile, preheat oven to 350¬∞F and line a 12-cup muffin tin with paper liners. In a small bowl, whisk together flour, sugars, salt, and baking soda. Whisk sour cream, oil, eggs, egg yolk, vinegar, and vanilla into the cooled chocolate mixture until smooth, scraping down the sides of the bowl as needed. Stir in the flour mixture until smooth, being careful not to overmix. Divide batter evenly among muffin cups, filling 3/4 full. Bake for 17-18 minutes until set. Let cupcakes cool in the pan for 10 minutes before transferring to a wire rack to cool completely. Frosting: In a small saucepan, bring cream to a simmer, then remove from heat and add chopped chocolate. Let stand, then stir until smooth and let cool to 75¬∞F. In a stand mixer fitted with the paddle attachment, combine butter, powdered sugar, cocoa, vanilla, and salt. Mix on low speed, then increase to medium and beat for 3 minutes. Add cooled chocolate cream mixture and beat until lightened in color and texture, about 2 minutes. Frost cupcakes once completely cooled.","Rich, moist Chocolate Cupcake with a fluffy, creamy chocolate frosting.",https://handletheheat.com/the-best-chocolate-cupcakes/,"Muffin tin, paper liners, medium heatproof bowl, saucepan, stand mixer with paddle attachment, wire rack",3,4,2,Rich moist Chocolate Cupcake with a fluffy creamy chocolate frosting,"gooey,soft,light and fluffy,moist,creamy"
Chocolate Cupcake,Super Decadent Chocolate Cupcake (Baker by Nature),"Cupcakes: 3 tablespoons coconut or canola oil, 1 stick unsalted butter (melted and slightly cooled), 1/2 cup semi-sweet chocolate chips, 1 cup granulated sugar, 2 large eggs + 1 large egg yolk (room temperature), 1 teaspoon vanilla, 3/4 cup + 2 tablespoons all-purpose flour, 1/2 teaspoon baking soda, 1 teaspoon baking powder, 1/2 cup unsweetened cocoa powder, 1/2 teaspoon salt, 1/2 cup full-fat sour cream, 1/2 cup hot coffee or hot water; Frosting: 1 stick unsalted butter, 3 cups confectioners' sugar, 3/4 cup unsweetened cocoa powder, 2 tablespoons sour cream, 3 tablespoons whole milk or half and half, 1/4 teaspoon salt, 1 teaspoon vanilla",350 F,"Cupcakes: Preheat oven to 350¬∞F (177¬∞C) and line a 12-cup muffin tin with cupcake liners, lightly spraying with non-stick spray if desired. Melt oil, butter, and chocolate together in the microwave in 30-second increments, stirring between each, or over low heat on the stovetop until smooth. Set aside to cool. In a medium bowl, combine flour, baking soda, baking powder, cocoa powder, and salt, stirring until thoroughly combined. In a large bowl, whisk together eggs, egg yolk, sugar, and vanilla until smooth. Add the cooled chocolate mixture and whisk until smooth. Add half of the flour mixture, followed by half of the sour cream, repeating until all ingredients are added. Stir in hot coffee or water until just combined. Divide batter among liners and bake for 16-18 minutes, or until a toothpick inserted in the center comes out clean. Cool completely before frosting. Frosting: Sift together confectioners' sugar and cocoa powder. Using a handheld or stand mixer fitted with the paddle attachment, beat butter on medium-high speed until creamy, about 2 minutes. Reduce speed to low and slowly add sugar/cocoa mixture, alternating with sour cream and milk. Add vanilla and salt, then beat on high speed until light and creamy for at least 1 minute. Frost cooled cupcakes and add decorations if desired.",Rich and moist Chocolate Cupcake with a creamy fudge buttercream.,https://bakerbynature.com/super-decadent-chocolate-cupcakes/,"Muffin tin, paper liners, mixing bowls, handheld or stand mixer with paddle attachment, wire rack",3.8,4,1,Rich and moist Chocolate Cupcake with a creamy fudge buttercream,"gooey,moist,creamy"
Chocolate Cupcake,The Only Chocolate Cupcake Recipe You'll Ever Need (Blue Bowl Recipes),"Cupcakes: 3/4 cup + 1 tbsp unsweetened cocoa powder, 3/4 cup very hot water, 1 1/2 cups cake flour (spooned and leveled), 1 cup + 2 tbsp brown sugar (packed), 1/2 cup granulated sugar, 1 1/2 tsp baking soda, 3/4 tsp baking powder, 1/2 tsp salt, 2 tsp espresso powder, 1/4 cup + 2 tbsp milk (room temperature), 2 large eggs (room temperature), 3/4 cup full-fat sour cream (room temperature), 1/4 cup + 1 tbsp vegetable oil, 1 tbsp vanilla extract; Frosting: 12 oz chopped milk chocolate (melted and cooled to room temperature), 1 1/2 cups salted butter (softened), 5 cups powdered sugar, 3/4 cup + 1 tbsp cocoa powder, 1 tbsp vanilla extract, pinch of salt, 12 oz cream cheese (softened)",350 F,"Cupcakes: Preheat oven to 350¬∞F and line a muffin/cupcake pan with cupcake liners. Microwave water in a microwave-safe measuring cup until very hot, then whisk in cocoa powder to bloom it. Set aside to cool. In a large mixing bowl, whisk together cake flour, sugars, baking soda, baking powder, salt, and espresso powder. Whisk milk into cooled cocoa mixture, then add eggs and beat lightly. Add cocoa mixture, beaten eggs, sour cream, vegetable oil, and vanilla to dry ingredients, folding until just combined. Fill cupcake liners 2/3 full and bake for 13-15 minutes, or until tops are set and spring back when gently poked. Let cool completely on a wire rack. Frosting: Melt chocolate in a large mixing bowl using the microwave, stirring between intervals. Allow to cool to room temperature, then beat softened butter into chocolate until well combined. Add powdered sugar in two additions, mixing well between each, adding milk as needed. Add vanilla extract, cocoa powder, and salt, then mix in cream cheese last until well combined. Frost cooled cupcakes using a piping bag and piping tip, or a spatula. Store frosted cupcakes in an airtight container in the fridge for up to 2-3 days.",Soft and moist Chocolate Cupcake with a smooth and creamy chocolate frosting.,https://bluebowlrecipes.com/the-only-chocolate-cupcake-recipe-youll-ever-need-chocolate-truffle-frosting/,"Muffin tin, cupcake liners, microwave-safe measuring cup, mixing bowls, wire rack, piping bag, piping tip, spatula",3.5,4.5,3,Soft and moist Chocolate Cupcake with a smooth and creamy chocolate frosting,"gooey,moist,creamy"
Chocolate Chip Cookies,Easy Chocolate Chip Cookies,"2 1/2 cups (330g) all-purpose flour, spooned and leveled
1/2 tsp baking soda
2 tsp cornstarch
1/4 tsp salt
3/4 cup (170g) light or dark brown sugar, packed
1/4 cup (55g) granulated sugar
3/4 cup (170g) unsalted butter, melted and cooled
1 large egg
1 tbsp vanilla extract
1 cup (180g) chocolate chips
Flaky sea salt for sprinkling (optional)",325 F,"Preheat oven to 325°F and line a large cookie sheet with parchment paper.
Whisk together flour, baking soda, cornstarch, and salt. Set aside.
Melt butter and let cool for 5 minutes. Mix butter and sugars until it forms a thin paste (about 1-2 minutes).
Mix in egg and vanilla until smooth.
Add dry ingredients in two batches, folding in chocolate chips before the dough fully comes together. Do not overmix.
Scoop dough using a 2 oz scoop and place 5-6 scoops on cookie sheet.
Bake for 10-12 minutes until edges are lightly golden. Sprinkle with sea salt while still warm and let cool for 10 minutes before serving.","Lightly golden edges with soft, gooey centers. Best served warm.",https://butternutbakeryblog.com/easy-chocolate-chip-cookies/,"2 oz scoop, large cookie sheet, parchment paper, whisk or electric mixer",10,4,3,Lightly golden edges with soft gooey centers Best served warm,"gooey,soft,creamy"
Chocolate Chip Cookies,The Most Amazing Chocolate Chip Cookies,"1 cup salted butter, softened
1 cup granulated sugar
1 cup light brown sugar, packed
2 teaspoons pure vanilla extract
2 large eggs
3 cups all-purpose flour
1 teaspoon baking soda
½ teaspoon baking powder
1 teaspoon sea salt
2 cups (14 oz) chocolate chips",375 F,"Preheat oven to 375°F. Line three baking sheets with parchment paper.
In a medium bowl, mix flour, baking soda, baking powder, and salt. Set aside.
Cream together butter and sugars until combined.
Beat in eggs and vanilla until light (about 1 minute).
Mix in dry ingredients until combined, then stir in chocolate chips.
Roll 2-3 tablespoons of dough into balls and place evenly spaced on prepared baking sheets.
Bake for 8-10 minutes until just starting to turn brown. Let sit on pan for 5 minutes before transferring to a cooling rack.","Slightly browned edges with soft, chewy centers.",https://joyfoodsunshine.com/the-most-amazing-chocolate-chip-cookies/,"Measuring spoons, measuring cups, KitchenAid Mixer, spatula, baking sheets, parchment paper",3,2,1,Slightly browned edges with soft chewy centers,"soft,chewy,light and fluffy,creamy"
Chocolate Chip Cookies,Soft Chocolate Chip Cookies,"1 cup unsalted butter, softened
1/2 cup granulated sugar
1 cup light brown sugar, packed
2 large eggs, room temperature
2 tsp vanilla extract
3 cups all-purpose flour
1 tsp baking soda, sifted
1 tsp salt
2 cups semi-sweet chocolate chips (12 oz), divided (1/4 cup reserved for the top)",350 F,"Preheat oven to 350°F. Line a baking sheet with parchment or Silpat liner.
In a stand mixer with paddle attachment, cream butter, brown sugar, and white sugar for 5 minutes until light and fluffy.
Add eggs one at a time, beating well, then mix in vanilla.
In a separate bowl, combine flour, salt, and sifted baking soda. Gradually add to the butter mixture, mixing to incorporate.
Fold in chocolate chips, reserving 1/4 cup for the top.
Scoop 3-tbsp balls of dough onto the lined baking sheet, 2 inches apart.
Bake for 12-15 minutes until edges are golden, tops will still look under-baked.
Cool cookies on sheet for 5 minutes before transferring to a rack to cool completely.","Soft with golden edges, slightly under-baked tops for a chewy center.",https://natashaskitchen.com/soft-chocolate-chip-cookies-recipe/,"Stand mixer with paddle attachment, baking sheet, parchment or Silpat liner, ice cream scoop",3,2,0.76,Soft with golden edges slightly underbaked tops for a chewy center,"chewy,light and fluffy,creamy"
Chocolate Chip Cookies,Super Soft Chocolate Chip Cookies,"1 cup (227g) salted butter, softened
¾ cup (159g) packed light brown sugar
¾ cup (159g) granulated sugar
2 large eggs
2 teaspoons vanilla extract
1 teaspoon baking soda
1 teaspoon baking powder
½ teaspoon salt
3 cups (426g) all-purpose flour
2 cups (340g) chocolate chips",350 F,"Preheat oven to 350°F. Line baking sheets with parchment paper or lightly grease.
In a large bowl or stand mixer with paddle attachment, cream together butter, brown sugar, granulated sugar, eggs, and vanilla until light and fluffy (2-3 minutes).
Add baking soda, baking powder, salt, flour, and chocolate chips. Mix until combined.
Scoop 2-tablespoon size mounds of dough, roll into balls, and place several inches apart on baking sheets.
Bake for 10-11 minutes until edges are set and centers are light and fluffy.
Let cookies rest on baking sheet for 3-4 minutes before transferring to a wire rack to cool completely.","Soft with light and fluffy centers, edges set but not overly crispy.",https://www.melskitchencafe.com/super-soft-chocolate-chip-cookies/,"Hand mixer or stand mixer with paddle attachment, baking sheets, wire rack, parchment paper",3,2,1,Soft with light and fluffy centers edges set but not overly crispy,"soft,firm,crispy,light and fluffy,creamy"
Chocolate Chip Cookies,Award Winning Soft Chocolate Chip Cookies,"4 ½ cups all-purpose flour
2 teaspoons baking soda
2 cups butter, softened
1 ½ cups packed brown sugar
½ cup white sugar
2 (3.4 ounce) packages instant vanilla pudding mix
4 eggs
2 teaspoons vanilla extract
4 cups semisweet chocolate chips
2 cups chopped walnuts (optional)",350 F,"Preheat oven to 350°F.
Sift together flour and baking soda, set aside.
Cream together butter, brown sugar, and white sugar. Beat in instant pudding mix until blended.
Stir in eggs and vanilla. Add flour mixture to the butter mixture and stir until well combined.
Fold in chocolate chips and optional nuts.
Drop cookies by rounded spoonfuls onto ungreased cookie sheets.
Bake for 10-12 minutes, switching racks halfway through, until edges are golden brown.",Soft with golden brown edges and a slightly chewy center. Pudding mix adds extra softness.,https://www.allrecipes.com/recipe/15004/award-winning-soft-chocolate-chip-cookies/,"Mixing bowls, cookie sheets, sifter, spoon or cookie scoop",9,8,4,Soft with golden brown edges and a slightly chewy center Pudding mix adds extra softness,"soft,chewy,light and fluffy,creamy"
